4.8529,4.8529,4.7152,4.7152,4.743,4.743,4.6749,4.6749,4.8487,4.8487,4.5553,4.5553,4.843,4.843,4.7702,4.7702,4.8481,4.8481
4.5698,4.5698,4.365,4.365,4.3494,4.3494,4.3556,4.3556,4.5509,4.5509,4.4054,4.4054,4.5486,4.5486,4.3918,4.3918,4.5493,4.5493
4.5084,4.5084,4.2049,4.2049,4.1995,4.1995,4.3373,4.3373,4.4853,4.4853,4.3558,4.3558,4.4603,4.4603,4.2142,4.2142,4.4934,4.4934
4.525,4.525,4.1584,4.1584,4.1751,4.1751,4.4101,4.4101,4.485,4.485,4.3123,4.3123,4.4305,4.4305,4.138,4.138,4.4936,4.4936
4.7102,4.7102,4.3132,4.3132,4.284,4.284,4.5886,4.5886,4.5332,4.5332,4.3534,4.3534,4.5374,4.5374,4.2022,4.2022,4.577,4.577
4.8487,4.8487,4.7309,4.7309,4.6704,4.6704,4.6917,4.6917,4.905,4.905,4.5824,4.5824,4.7624,4.7624,4.642,4.642,4.8841,4.8841
4.9435,4.9435,5.0076,5.0076,4.9778,4.9778,4.9542,4.9542,5.1135,5.1135,4.8411,4.8411,5.024,5.024,4.8589,4.8589,5.0005,5.0005
4.9983,4.9983,5.0062,5.0062,4.9955,4.9955,5.1041,5.1041,5.0733,5.0733,4.9202,4.9202,5.043,5.043,4.9216,4.9216,5.0385,5.0385
5.0531,5.0531,5.0231,5.0231,5.1201,5.1201,5.1223,5.1223,5.1488,5.1488,5.0725,5.0725,5.1462,5.1462,5.099,5.099,5.1131,5.1131
5.0618,5.0618,5.0844,5.0844,5.1675,5.1675,5.1469,5.1469,5.1864,5.1864,5.1052,5.1052,5.1783,5.1783,5.1215,5.1215,5.1478,5.1478
5.0474,5.0474,5.1044,5.1044,5.136,5.136,5.1211,5.1211,5.1877,5.1877,5.0942,5.0942,5.1887,5.1887,5.1325,5.1325,5.1586,5.1586
5.0987,5.0987,5.1248,5.1248,5.1243,5.1243,5.1112,5.1112,5.1907,5.1907,5.1481,5.1481,5.1833,5.1833,5.1471,5.1471,5.1982,5.1982
5.1492,5.1492,5.1847,5.1847,5.1548,5.1548,5.1614,5.1614,5.2118,5.2118,5.1823,5.1823,5.2135,5.2135,5.1963,5.1963,5.2265,5.2265
5.1503,5.1503,5.16,5.16,5.2069,5.2069,5.1783,5.1783,5.2121,5.2121,5.1772,5.1772,5.2207,5.2207,5.1867,5.1867,5.2426,5.2426
5.1545,5.1545,5.1672,5.1672,5.2018,5.2018,5.1681,5.1681,5.2004,5.2004,5.1703,5.1703,5.2039,5.2039,5.2044,5.2044,5.2238,5.2238
5.1706,5.1706,5.1685,5.1685,5.2,5.2,5.1673,5.1673,5.1969,5.1969,5.1736,5.1736,5.1997,5.1997,5.2062,5.2062,5.2246,5.2246
5.181,5.181,5.1786,5.1786,5.2012,5.2012,5.1769,5.1769,5.208,5.208,5.1842,5.1842,5.2074,5.2074,5.2129,5.2129,5.2351,5.2351
5.1883,5.1883,5.1963,5.1963,5.2073,5.2073,5.1827,5.1827,5.2139,5.2139,5.2016,5.2016,5.2113,5.2113,5.2173,5.2173,5.2418,5.2418
5.1939,5.1939,5.2079,5.2079,5.2217,5.2217,5.1936,5.1936,5.2222,5.2222,5.2004,5.2004,5.2151,5.2151,5.2328,5.2328,5.2411,5.2411
