5.07,5.1629,5.2674,5.6532,5.246,5.5186,5.1874,5.6157,5.2381,5.5272,5.2938,5.4129,5.1685,5.5604,5.2765,5.5084,5.2573,5.4273,5.2713,5.4246,5.1357,5.4906,5.2899,5.3592,5.269,5.3146,5.1866,5.4319,5.2476,5.4786,5.3293,5.3252,5.1605,5.3957,5.1839,5.4583,5.2828,5.391,5.2507,5.3513,5.223,5.417,5.1902,5.4555,5.2798,5.2823
4.6264,4.8191,4.9829,5.5559,4.9147,5.3721,4.7459,5.4934,4.8738,5.3776,4.9978,5.1997,4.7612,5.412,4.9163,5.3386,4.9066,5.2199,4.9611,5.2255,4.7681,5.3219,4.9804,5.107,4.9194,4.9999,4.7335,5.2303,4.8684,5.3044,5.06,5.0422,4.7085,5.175,4.7343,5.276,4.9719,5.1725,4.9075,5.0925,4.849,5.2164,4.7922,5.2882,4.9997,4.998
4.4538,4.7116,4.9031,5.5427,4.8086,5.3481,4.5698,5.4708,4.7457,5.3454,4.9076,5.1442,4.5991,5.3831,4.7975,5.2955,4.7852,5.166,4.8602,5.1753,4.6455,5.2846,4.8825,5.034,4.8031,4.8973,4.5994,5.1828,4.74,5.2617,4.987,4.9509,4.5635,5.122,4.5368,5.2309,4.8769,5.1125,4.798,5.0241,4.717,5.1652,4.6341,5.2476,4.9228,4.9095
4.3839,4.673,4.8756,5.5511,4.7559,5.3633,4.4886,5.4694,4.6753,5.3392,4.8682,5.1265,4.5373,5.3825,4.7482,5.2756,4.725,5.147,4.8073,5.1647,4.6376,5.2796,4.8399,4.9962,4.7552,4.8485,4.5846,5.175,4.6996,5.242,4.9638,4.8882,4.541,5.1155,4.4397,5.2146,4.8464,5.0813,4.758,5.0051,4.6462,5.1447,4.5463,5.2307,4.9047,4.8533
4.3801,4.6776,4.871,5.655,4.7513,5.4808,4.4679,5.5336,4.6519,5.4076,4.8504,5.2097,4.5906,5.4484,4.7693,5.3065,4.7171,5.1991,4.7945,5.2158,4.7547,5.3443,4.8315,5.0561,4.7388,4.9364,4.68,5.2382,4.6856,5.2661,4.9901,4.874,4.5885,5.1716,4.4845,5.2625,4.8719,5.1009,4.7608,5.0643,4.6221,5.1596,4.5364,5.2474,4.9263,4.8397
4.5697,4.804,4.9458,5.8373,4.8686,5.647,4.8484,5.6974,4.8408,5.5858,4.9672,5.3242,4.7354,5.5274,4.9236,5.4421,4.8157,5.3599,4.8939,5.2851,4.8383,5.4458,5.008,5.1751,4.8864,5.1261,4.9287,5.3742,4.8587,5.3405,5.0899,5.0369,4.7908,5.2789,4.8663,5.3071,4.9559,5.1826,5.0019,5.1834,4.8689,5.2695,4.6833,5.308,5.0409,4.9515
4.8781,5.053,5.1304,5.9526,5.0905,5.7988,5.1284,5.7966,4.9761,5.6599,5.2014,5.5227,5.0865,5.6671,5.2262,5.5546,5.0091,5.4845,5.1234,5.435,5.1026,5.5337,5.2064,5.3883,5.177,5.353,5.0963,5.4805,5.1511,5.4602,5.2166,5.2815,5.0753,5.4458,5.1256,5.4334,5.1809,5.3623,5.1473,5.3565,5.1491,5.4296,4.9544,5.3938,5.1751,5.1838
4.8693,5.0173,5.137,5.9978,5.108,5.8632,5.1117,5.8324,4.9696,5.7042,5.1782,5.5913,5.0564,5.6957,5.1905,5.5974,5.0075,5.5227,5.1099,5.4965,5.1075,5.5542,5.2043,5.3837,5.1618,5.4027,5.1122,5.5259,5.1547,5.4468,5.1962,5.3473,5.084,5.4808,5.1167,5.4617,5.1677,5.3675,5.1316,5.4058,5.1101,5.4311,4.9681,5.4049,5.1385,5.216
4.8669,4.9872,5.1197,6.017,5.0847,5.8858,5.077,5.8416,4.9746,5.719,5.1377,5.6116,5.0505,5.7075,5.162,5.5958,4.9915,5.5335,5.1091,5.5105,5.1042,5.5522,5.1668,5.3786,5.1244,5.4228,5.1033,5.5386,5.1379,5.4329,5.1599,5.3588,5.0883,5.4925,5.1021,5.4597,5.1498,5.3462,5.1181,5.4321,5.0811,5.4286,4.9613,5.3929,5.1144,5.2378
4.86,4.9719,5.0994,6.0205,5.0671,5.8885,5.05,5.8348,4.9537,5.7157,5.1078,5.61,5.0534,5.7069,5.1307,5.5917,4.9908,5.5344,5.099,5.4906,5.0912,5.5442,5.144,5.3547,5.1118,5.4329,5.0756,5.5352,5.1072,5.4171,5.1409,5.3499,5.0829,5.4835,5.0889,5.4571,5.1326,5.3243,5.1022,5.4281,5.065,5.4138,4.9597,5.3842,5.094,5.2486
