0.012344,0.04661,-0.092941,0.08576,0.057833,-0.082798,0.22513,0.28046,-0.05949,0.1279,0.18572,0.1782,0.11228,0.14971,-0.059493,-0.11019,0.019493,-0.11059,0.020582,0.41611,-0.16873,0.01382,-0.016208,-0.14664,-0.063478,-0.05291,-0.02944,0.022921,-0.037423,-0.17994,-0.10416,0.54728,0.052445,-0.17542,0.027627,-0.19986,-0.068052,0.14602,-0.054744,0.084102,-0.027496,0.037377,0.048524,-0.013536,0.035841,-0.0097399
0.154,0.063196,0.52205,0.57694,0.33608,0.16468,-0.29145,-0.014773,0.0144,0.23554,0.15788,-0.0385,0.070245,-0.051873,-0.15693,-0.073086,0.10048,-0.0011414,-0.018062,-0.024974,0.035287,0.017827,-0.016362,0.017473,0.029288,-0.013725,0.042802,0.048821,0.015601,0.019008,-0.02884,0.013496,-0.002821,-0.013066,0.0054553,0.00058273,0.011853,0.0086703,0.025029,-0.011528,-0.024376,0.0011862,-0.0060856,0.0061224,-0.0057361,-0.0053665
0.019493,0.22705,-0.070901,0.034338,0.022242,0.013307,-0.072396,-0.16776,0.033169,-0.020237,-0.13713,-0.062902,-0.011997,0.032172,0.082057,0.075263,-0.17351,0.027273,0.061626,0.19936,0.019543,0.14201,0.1255,0.046906,0.061282,0.02956,0.69536,-0.27547,-0.031401,0.23105,-0.21734,0.12697,-0.055648,0.072416,0.12134,0.01533,0.035008,0.15854,-0.013511,0.042823,-0.055408,0.06898,-0.071132,0.034903,-0.073709,0.063879
0.19949,-0.041488,-0.052937,-0.27508,0.50967,0.57678,0.33808,-0.079704,-0.14426,-0.041719,-0.20935,-0.19547,0.081882,0.13802,-0.098741,-0.10697,0.01961,-0.022823,-0.015265,0.0347,0.058671,0.061478,-0.0013908,0.0058739,-0.007104,-0.0055055,-0.047158,0.014328,0.026105,0.0011144,-0.032526,-0.020114,-0.0042315,-0.00023819,-0.0067068,-0.019606,0.013118,0.011069,0.0068174,-0.0018778,-0.0080953,0.0049972,0.00096737,-0.0084622,0.012701,-0.003711
0.01175,0.19663,-0.073031,0.023278,0.020028,-0.029594,0.0035096,-0.01339,-0.014788,-0.021462,-0.024448,-0.019781,-0.032993,-0.037733,-0.10739,-0.055319,0.048648,0.002853,-0.010374,-0.053298,0.013145,-0.044509,-0.050131,-0.042482,-0.046249,0.047918,-0.16139,-0.18676,-0.037708,0.023663,-0.051628,0.17114,0.0025835,-0.10367,-0.24114,0.087888,0.36696,-0.22518,-0.28022,-0.086695,-0.20539,-0.21204,-0.31597,0.34865,-0.2981,0.28026
0.21876,-0.060459,-0.12953,0.00022941,0.091547,0.02339,0.043392,-0.27421,0.14267,-0.077292,0.30902,0.16408,-0.35439,0.057615,0.17561,0.0085521,0.37952,0.15339,0.16986,-0.053022,-0.15073,0.32141,-0.27639,-0.29857,0.13627,-0.099037,0.04213,-0.017501,-0.083594,0.039496,-0.0067218,-0.025655,0.067325,0.0071982,0.016509,0.0081773,-0.011616,0.0002507,0.015594,0.001294,0.017185,-0.021332,-0.012065,0.004637,-0.020494,0.0013382
0.011217,0.18007,-0.066249,0.024178,0.025586,-0.041543,0.020298,-0.0098283,-0.027483,0.017364,-0.005675,0.033694,-0.036797,-0.063203,-0.11775,-0.016313,0.0087793,0.088448,0.052524,0.039308,0.038742,0.056071,-0.037093,0.0018749,-0.018683,0.016678,-0.11977,-0.13108,0.012964,0.029926,-0.01137,-0.045519,-0.024637,-0.12073,-0.048168,0.28822,0.13595,-0.17667,-0.17059,0.079788,-0.28029,0.65953,0.36456,-0.15152,0.15421,0.072951
0.22012,-0.049433,-0.14679,-0.0042571,0.073111,0.050198,-0.038602,-0.18016,0.12035,-0.041696,0.30787,0.12105,-0.15018,0.074203,0.11951,0.057838,0.16177,-0.044027,-0.04131,0.18333,0.36516,-0.42844,0.23189,0.21833,-0.34883,0.26534,0.021597,0.026068,-0.16405,0.023363,0.049947,0.015485,0.068435,0.013371,0.028651,-0.001252,-0.010568,-0.0038682,-0.0052228,-0.0071895,-0.034262,0.027132,0.0031165,0.020104,0.030752,0.0045462
0.011546,0.19626,-0.076176,0.030922,0.030143,-0.023882,-0.0059367,-0.04139,-0.014466,-0.0035681,-0.029773,-0.0041798,-0.034579,-0.050682,-0.060241,-0.0077507,-0.027053,0.071599,0.052426,0.012632,0.061109,0.021271,0.027979,0.0065722,-0.00769,-0.00065168,0.020431,0.069782,-0.0022352,0.018025,0.033289,-0.13128,0.0082593,-0.257,0.12342,-0.1726,-0.053178,0.10909,-0.39063,-0.42083,0.091469,-0.26906,0.52105,-0.11531,-0.2841,-0.056352
0.22106,-0.048925,-0.12104,0.0053006,-0.0079115,-0.039627,-0.060637,-0.039457,0.051297,0.058185,0.14862,-0.049553,-0.033112,-0.0048754,-0.067977,0.077143,-0.17888,0.0062976,-0.28354,-0.023105,-0.18596,0.47849,0.254,0.14068,-0.11162,0.23337,-0.16583,0.068835,-0.17358,-0.10238,-0.088092,-0.032454,-0.52075,-0.015065,-0.011619,-0.047493,-0.0028367,0.015812,0.0022185,-0.015138,-0.0023082,-0.0052707,-0.023999,0.020338,0.01135,0.0102
