4.4959,4.4959,4.1034,4.1034,4.7358,4.7358,4.8722,4.8722,4.8653,4.8653,4.6,4.6,4.7163,4.7163,4.8466,4.8466,4.3928,4.3928
4.4002,4.4002,4.4386,4.4386,4.3598,4.3598,4.6179,4.6179,4.5953,4.5953,4.3859,4.3859,4.3423,4.3423,4.5629,4.5629,4.3975,4.3975
4.3722,4.3722,4.4905,4.4905,4.2136,4.2136,4.5402,4.5402,4.5359,4.5359,4.3094,4.3094,4.1473,4.1473,4.4923,4.4923,4.4044,4.4044
4.4107,4.4107,4.5161,4.5161,4.1693,4.1693,4.4974,4.4974,4.5192,4.5192,4.3009,4.3009,4.0905,4.0905,4.4703,4.4703,4.4282,4.4282
4.538,4.538,4.6061,4.6061,4.1414,4.1414,4.4994,4.4994,4.5182,4.5182,4.3527,4.3527,4.1399,4.1399,4.5462,4.5462,4.5154,4.5154
4.6615,4.6615,4.7498,4.7498,4.518,4.518,4.7047,4.7047,4.6037,4.6037,4.6698,4.6698,4.504,4.504,4.618,4.618,4.5732,4.5732
4.8594,4.8594,5.0015,5.0015,4.8061,4.8061,4.928,4.928,4.788,4.788,4.8129,4.8129,4.6523,4.6523,4.8175,4.8175,4.9172,4.9172
5.0125,5.0125,5.0865,5.0865,4.8983,4.8983,5.0743,5.0743,4.9076,4.9076,5.0461,5.0461,4.9232,4.9232,4.8826,4.8826,5.0514,5.0514
5.0583,5.0583,5.0928,5.0928,5.0165,5.0165,5.0421,5.0421,4.9975,4.9975,5.121,5.121,5.0594,5.0594,5.0289,5.0289,5.0602,5.0602
5.0366,5.0366,5.124,5.124,5.0372,5.0372,5.0196,5.0196,5.0307,5.0307,5.148,5.148,5.0628,5.0628,5.0931,5.0931,5.1032,5.1032
5.0326,5.0326,5.1196,5.1196,5.0321,5.0321,5.0257,5.0257,5.0198,5.0198,5.1419,5.1419,5.067,5.067,5.0898,5.0898,5.1093,5.1093
5.0545,5.0545,5.1083,5.1083,5.0205,5.0205,5.0398,5.0398,5.0368,5.0368,5.1347,5.1347,5.0622,5.0622,5.0981,5.0981,5.097,5.097
5.0687,5.0687,5.1007,5.1007,5.0191,5.0191,5.0356,5.0356,5.0505,5.0505,5.138,5.138,5.0839,5.0839,5.1141,5.1141,5.1248,5.1248
5.0599,5.0599,5.0944,5.0944,5.0522,5.0522,5.029,5.029,5.0499,5.0499,5.1252,5.1252,5.1106,5.1106,5.1025,5.1025,5.1343,5.1343
5.0605,5.0605,5.1106,5.1106,5.0625,5.0625,5.0287,5.0287,5.0601,5.0601,5.1342,5.1342,5.1191,5.1191,5.1159,5.1159,5.1303,5.1303
5.0678,5.0678,5.1145,5.1145,5.0583,5.0583,5.0331,5.0331,5.0584,5.0584,5.1381,5.1381,5.129,5.129,5.1178,5.1178,5.1342,5.1342
5.0739,5.0739,5.1252,5.1252,5.0739,5.0739,5.0466,5.0466,5.0712,5.0712,5.1426,5.1426,5.1382,5.1382,5.1231,5.1231,5.1406,5.1406
5.0803,5.0803,5.1315,5.1315,5.078,5.078,5.0586,5.0586,5.0854,5.0854,5.1446,5.1446,5.1445,5.1445,5.121,5.121,5.1508,5.1508
5.0916,5.0916,5.1352,5.1352,5.0851,5.0851,5.065,5.065,5.0862,5.0862,5.1554,5.1554,5.1543,5.1543,5.1332,5.1332,5.1621,5.1621
