5.455,5.455,5.3735,5.3735,5.3345,5.3345,5.3908,5.3908,5.3292,5.3292,5.2707,5.2707,5.3306,5.3306,5.3242,5.3242
5.4754,5.4754,5.3715,5.3715,5.3293,5.3293,5.3945,5.3945,5.3239,5.3239,5.2657,5.2657,5.3342,5.3342,5.3434,5.3434
5.4741,5.4741,5.4025,5.4025,5.3613,5.3613,5.4198,5.4198,5.3216,5.3216,5.2537,5.2537,5.3426,5.3426,5.3361,5.3361
5.4703,5.4703,5.3837,5.3837,5.3865,5.3865,5.3993,5.3993,5.2825,5.2825,5.2322,5.2322,5.3562,5.3562,5.3438,5.3438
5.4769,5.4769,5.403,5.403,5.3875,5.3875,5.419,5.419,5.2754,5.2754,5.2345,5.2345,5.3588,5.3588,5.3471,5.3471
5.4784,5.4784,5.4097,5.4097,5.3691,5.3691,5.4099,5.4099,5.2904,5.2904,5.27,5.27,5.3701,5.3701,5.35,5.35
5.4187,5.4187,5.3665,5.3665,5.3657,5.3657,5.3874,5.3874,5.2944,5.2944,5.2676,5.2676,5.3673,5.3673,5.334,5.334
5.3777,5.3777,5.3243,5.3243,5.3635,5.3635,5.3605,5.3605,5.2727,5.2727,5.246,5.246,5.3421,5.3421,5.3281,5.3281
5.3787,5.3787,5.3163,5.3163,5.363,5.363,5.3491,5.3491,5.2656,5.2656,5.2372,5.2372,5.3381,5.3381,5.3131,5.3131
5.3849,5.3849,5.313,5.313,5.3489,5.3489,5.3345,5.3345,5.2585,5.2585,5.2317,5.2317,5.3253,5.3253,5.3063,5.3063
5.3824,5.3824,5.3166,5.3166,5.3442,5.3442,5.3385,5.3385,5.2541,5.2541,5.2377,5.2377,5.3182,5.3182,5.2991,5.2991
5.3666,5.3666,5.3199,5.3199,5.3399,5.3399,5.3296,5.3296,5.2591,5.2591,5.2431,5.2431,5.3178,5.3178,5.2944,5.2944
5.3722,5.3722,5.3345,5.3345,5.3512,5.3512,5.3368,5.3368,5.2631,5.2631,5.2451,5.2451,5.3166,5.3166,5.2716,5.2716
5.3954,5.3954,5.3469,5.3469,5.3447,5.3447,5.343,5.343,5.2589,5.2589,5.2432,5.2432,5.3195,5.3195,5.2472,5.2472
5.3956,5.3956,5.3533,5.3533,5.3251,5.3251,5.3406,5.3406,5.2517,5.2517,5.2453,5.2453,5.3216,5.3216,5.2639,5.2639
5.3808,5.3808,5.3295,5.3295,5.3118,5.3118,5.3141,5.3141,5.2326,5.2326,5.2044,5.2044,5.3002,5.3002,5.2365,5.2365
5.3982,5.3982,5.3318,5.3318,5.3063,5.3063,5.3241,5.3241,5.2428,5.2428,5.1953,5.1953,5.2755,5.2755,5.2377,5.2377
5.399,5.399,5.3279,5.3279,5.2979,5.2979,5.3078,5.3078,5.2395,5.2395,5.1903,5.1903,5.2614,5.2614,5.2124,5.2124
5.4065,5.4065,5.3314,5.3314,5.3041,5.3041,5.3101,5.3101,5.2415,5.2415,5.1927,5.1927,5.261,5.261,5.2195,5.2195
5.406,5.406,5.3205,5.3205,5.3057,5.3057,5.2992,5.2992,5.2217,5.2217,5.1975,5.1975,5.2676,5.2676,5.2315,5.2315
5.4054,5.4054,5.3174,5.3174,5.3012,5.3012,5.2998,5.2998,5.2228,5.2228,5.2036,5.2036,5.2584,5.2584,5.2269,5.2269
5.3836,5.3836,5.3216,5.3216,5.3137,5.3137,5.2982,5.2982,5.2305,5.2305,5.205,5.205,5.2622,5.2622,5.2209,5.2209
5.3625,5.3625,5.3017,5.3017,5.292,5.292,5.292,5.292,5.2365,5.2365,5.2008,5.2008,5.2551,5.2551,5.2278,5.2278
5.3543,5.3543,5.2822,5.2822,5.2881,5.2881,5.2815,5.2815,5.2164,5.2164,5.1834,5.1834,5.236,5.236,5.2066,5.2066
5.3593,5.3593,5.2692,5.2692,5.2945,5.2945,5.283,5.283,5.198,5.198,5.1922,5.1922,5.2346,5.2346,5.1832,5.1832
5.3556,5.3556,5.2756,5.2756,5.2961,5.2961,5.2922,5.2922,5.2082,5.2082,5.1892,5.1892,5.231,5.231,5.1766,5.1766
5.3597,5.3597,5.2861,5.2861,5.2995,5.2995,5.2956,5.2956,5.2159,5.2159,5.1875,5.1875,5.2273,5.2273,5.1875,5.1875
5.3738,5.3738,5.2877,5.2877,5.2875,5.2875,5.2962,5.2962,5.209,5.209,5.1747,5.1747,5.213,5.213,5.1861,5.1861
5.3697,5.3697,5.292,5.292,5.2719,5.2719,5.2902,5.2902,5.2035,5.2035,5.1652,5.1652,5.1903,5.1903,5.1787,5.1787
5.3457,5.3457,5.2828,5.2828,5.25,5.25,5.2817,5.2817,5.2099,5.2099,5.1818,5.1818,5.1745,5.1745,5.1512,5.1512
5.3076,5.3076,5.2836,5.2836,5.235,5.235,5.2795,5.2795,5.2153,5.2153,5.189,5.189,5.1607,5.1607,5.1297,5.1297
5.2932,5.2932,5.2328,5.2328,5.1954,5.1954,5.2308,5.2308,5.2118,5.2118,5.1776,5.1776,5.1475,5.1475,5.1178,5.1178
5.2793,5.2793,5.221,5.221,5.1474,5.1474,5.2117,5.2117,5.2133,5.2133,5.1838,5.1838,5.1111,5.1111,5.0841,5.0841
5.2489,5.2489,5.1906,5.1906,5.1341,5.1341,5.1741,5.1741,5.1841,5.1841,5.1857,5.1857,5.1114,5.1114,5.0708,5.0708
5.2285,5.2285,5.1725,5.1725,5.1288,5.1288,5.1657,5.1657,5.1572,5.1572,5.1625,5.1625,5.0749,5.0749,5.0553,5.0553
5.2388,5.2388,5.175,5.175,5.1171,5.1171,5.1732,5.1732,5.1324,5.1324,5.1546,5.1546,5.0391,5.0391,5.0479,5.0479
5.2233,5.2233,5.1578,5.1578,5.1206,5.1206,5.1765,5.1765,5.1315,5.1315,5.1491,5.1491,5.0363,5.0363,5.0533,5.0533
5.2146,5.2146,5.1743,5.1743,5.1358,5.1358,5.1722,5.1722,5.1184,5.1184,5.151,5.151,5.0532,5.0532,5.0692,5.0692
5.192,5.192,5.1723,5.1723,5.1562,5.1562,5.1639,5.1639,5.124,5.124,5.1636,5.1636,5.0655,5.0655,5.09,5.09
5.1913,5.1913,5.1686,5.1686,5.1548,5.1548,5.1558,5.1558,5.1173,5.1173,5.1463,5.1463,5.0615,5.0615,5.0808,5.0808
5.1847,5.1847,5.1553,5.1553,5.1522,5.1522,5.1659,5.1659,5.105,5.105,5.1357,5.1357,5.0445,5.0445,5.0789,5.0789
5.1417,5.1417,5.1267,5.1267,5.1234,5.1234,5.1188,5.1188,5.079,5.079,5.1159,5.1159,5.0355,5.0355,5.0772,5.0772
5.0845,5.0845,5.0957,5.0957,5.1034,5.1034,5.0753,5.0753,5.0645,5.0645,5.0914,5.0914,5.0227,5.0227,5.0825,5.0825
5.0769,5.0769,5.0935,5.0935,5.11,5.11,5.0742,5.0742,5.0516,5.0516,5.0905,5.0905,5.0317,5.0317,5.0569,5.0569
5.076,5.076,5.1235,5.1235,5.1016,5.1016,5.0719,5.0719,5.0071,5.0071,5.0851,5.0851,5.0147,5.0147,5.0678,5.0678
5.0645,5.0645,5.1497,5.1497,5.1304,5.1304,5.1015,5.1015,5.0198,5.0198,5.096,5.096,5.0086,5.0086,5.0658,5.0658
5.0796,5.0796,5.163,5.163,5.1259,5.1259,5.1047,5.1047,5.0343,5.0343,5.1035,5.1035,5.0192,5.0192,5.0919,5.0919
5.068,5.068,5.1766,5.1766,5.1328,5.1328,5.122,5.122,5.0437,5.0437,5.166,5.166,5.0642,5.0642,5.1458,5.1458
5.0655,5.0655,5.1804,5.1804,5.1518,5.1518,5.126,5.126,5.0396,5.0396,5.1911,5.1911,5.0653,5.0653,5.1948,5.1948
5.0662,5.0662,5.1729,5.1729,5.1611,5.1611,5.1089,5.1089,5.0355,5.0355,5.1921,5.1921,5.0805,5.0805,5.2205,5.2205
5.0775,5.0775,5.1539,5.1539,5.1569,5.1569,5.1065,5.1065,5.0231,5.0231,5.1853,5.1853,5.0753,5.0753,5.2366,5.2366
5.0633,5.0633,5.1554,5.1554,5.1531,5.1531,5.1057,5.1057,5.0123,5.0123,5.1841,5.1841,5.0727,5.0727,5.2411,5.2411
5.0726,5.0726,5.1564,5.1564,5.1395,5.1395,5.1088,5.1088,5.0159,5.0159,5.1841,5.1841,5.0665,5.0665,5.2394,5.2394
5.0731,5.0731,5.1559,5.1559,5.1204,5.1204,5.1038,5.1038,5.0174,5.0174,5.1726,5.1726,5.0637,5.0637,5.2472,5.2472
5.0823,5.0823,5.1443,5.1443,5.1056,5.1056,5.1006,5.1006,5,5,5.1766,5.1766,5.0621,5.0621,5.2464,5.2464
5.0841,5.0841,5.1501,5.1501,5.1059,5.1059,5.0901,5.0901,4.9898,4.9898,5.1885,5.1885,5.0718,5.0718,5.2409,5.2409
5.0505,5.0505,5.1597,5.1597,5.1092,5.1092,5.091,5.091,4.9989,4.9989,5.198,5.198,5.0961,5.0961,5.2464,5.2464
5.0496,5.0496,5.156,5.156,5.1093,5.1093,5.0835,5.0835,4.9942,4.9942,5.1946,5.1946,5.0921,5.0921,5.2377,5.2377
5.0382,5.0382,5.1499,5.1499,5.1017,5.1017,5.0875,5.0875,4.9927,4.9927,5.1761,5.1761,5.0905,5.0905,5.2373,5.2373
5.0453,5.0453,5.1457,5.1457,5.0953,5.0953,5.0693,5.0693,4.9814,4.9814,5.1595,5.1595,5.0925,5.0925,5.2303,5.2303
5.0396,5.0396,5.1388,5.1388,5.0765,5.0765,5.0643,5.0643,4.9685,4.9685,5.152,5.152,5.0972,5.0972,5.2312,5.2312
5.029,5.029,5.1373,5.1373,5.075,5.075,5.0573,5.0573,4.9593,4.9593,5.1317,5.1317,5.1044,5.1044,5.2352,5.2352
5.0212,5.0212,5.1183,5.1183,5.0644,5.0644,5.0552,5.0552,4.9485,4.9485,5.1129,5.1129,5.0981,5.0981,5.2258,5.2258
5.0162,5.0162,5.1205,5.1205,5.0703,5.0703,5.0578,5.0578,4.9389,4.9389,5.0893,5.0893,5.0878,5.0878,5.2366,5.2366
4.9963,4.9963,5.1127,5.1127,5.0564,5.0564,5.0446,5.0446,4.9252,4.9252,5.0769,5.0769,5.0922,5.0922,5.2407,5.2407
4.9962,4.9962,5.1139,5.1139,5.065,5.065,5.0196,5.0196,4.9137,4.9137,5.0674,5.0674,5.0888,5.0888,5.231,5.231
4.9908,4.9908,5.0933,5.0933,5.042,5.042,5.0058,5.0058,4.9194,4.9194,5.0562,5.0562,5.067,5.067,5.2186,5.2186
4.9924,4.9924,5.0864,5.0864,5.015,5.015,5.0096,5.0096,4.9114,4.9114,5.042,5.042,5.0538,5.0538,5.2021,5.2021
5.0028,5.0028,5.0879,5.0879,5.0184,5.0184,5.0122,5.0122,4.9151,4.9151,5.046,5.046,5.0584,5.0584,5.1952,5.1952
5.0069,5.0069,5.086,5.086,5.0121,5.0121,5.0093,5.0093,4.9189,4.9189,5.0395,5.0395,5.0571,5.0571,5.1894,5.1894
5.0038,5.0038,5.0914,5.0914,5.0084,5.0084,5.0149,5.0149,4.9324,4.9324,5.0457,5.0457,5.0557,5.0557,5.1892,5.1892
4.9943,4.9943,5.0868,5.0868,5.0023,5.0023,5.0179,5.0179,4.9293,4.9293,5.0471,5.0471,5.0425,5.0425,5.1869,5.1869
4.9834,4.9834,5.0793,5.0793,4.9903,4.9903,5.0318,5.0318,4.949,4.949,5.0449,5.0449,5.025,5.025,5.1907,5.1907
4.9693,4.9693,5.0534,5.0534,4.9819,4.9819,5.034,5.034,4.9653,4.9653,5.0413,5.0413,5.0279,5.0279,5.1746,5.1746
4.9341,4.9341,5.0138,5.0138,4.922,4.922,4.9811,4.9811,4.9212,4.9212,5.0057,5.0057,5.0246,5.0246,5.1702,5.1702
4.9032,4.9032,4.9846,4.9846,4.9172,4.9172,4.9834,4.9834,4.894,4.894,5.0025,5.0025,5.0092,5.0092,5.1401,5.1401
4.8959,4.8959,4.9298,4.9298,4.8818,4.8818,4.9504,4.9504,4.8712,4.8712,4.9207,4.9207,4.937,4.937,5.0682,5.0682
4.8904,4.8904,4.9024,4.9024,4.8364,4.8364,4.9306,4.9306,4.8773,4.8773,4.8591,4.8591,4.9217,4.9217,4.9906,4.9906
4.8698,4.8698,4.892,4.892,4.8034,4.8034,4.9304,4.9304,4.8763,4.8763,4.8385,4.8385,4.8911,4.8911,4.9499,4.9499
4.8397,4.8397,4.8871,4.8871,4.7728,4.7728,4.9246,4.9246,4.8712,4.8712,4.8313,4.8313,4.8991,4.8991,4.914,4.914
4.8471,4.8471,4.8736,4.8736,4.776,4.776,4.9189,4.9189,4.8651,4.8651,4.8239,4.8239,4.8901,4.8901,4.9056,4.9056
4.8148,4.8148,4.863,4.863,4.7827,4.7827,4.912,4.912,4.8673,4.8673,4.8181,4.8181,4.8926,4.8926,4.9008,4.9008
4.807,4.807,4.8676,4.8676,4.7924,4.7924,4.9106,4.9106,4.8587,4.8587,4.8274,4.8274,4.8994,4.8994,4.9039,4.9039
4.7856,4.7856,4.8657,4.8657,4.8039,4.8039,4.8947,4.8947,4.8635,4.8635,4.8248,4.8248,4.8929,4.8929,4.9023,4.9023
4.7681,4.7681,4.8246,4.8246,4.784,4.784,4.9098,4.9098,4.8736,4.8736,4.7812,4.7812,4.8758,4.8758,4.908,4.908
4.7596,4.7596,4.7991,4.7991,4.7742,4.7742,4.893,4.893,4.8645,4.8645,4.7701,4.7701,4.8359,4.8359,4.8855,4.8855
4.7439,4.7439,4.7891,4.7891,4.7685,4.7685,4.8747,4.8747,4.8764,4.8764,4.7666,4.7666,4.8169,4.8169,4.8903,4.8903
4.7324,4.7324,4.78,4.78,4.775,4.775,4.8658,4.8658,4.8636,4.8636,4.7847,4.7847,4.8112,4.8112,4.8991,4.8991
4.7264,4.7264,4.7681,4.7681,4.7705,4.7705,4.8557,4.8557,4.8569,4.8569,4.7753,4.7753,4.8021,4.8021,4.904,4.904
4.7322,4.7322,4.7545,4.7545,4.7869,4.7869,4.8576,4.8576,4.8599,4.8599,4.7858,4.7858,4.7672,4.7672,4.907,4.907
4.7309,4.7309,4.7523,4.7523,4.7849,4.7849,4.8617,4.8617,4.8601,4.8601,4.7931,4.7931,4.7564,4.7564,4.9079,4.9079
4.7289,4.7289,4.7597,4.7597,4.7733,4.7733,4.8549,4.8549,4.8629,4.8629,4.7889,4.7889,4.769,4.769,4.9099,4.9099
4.7113,4.7113,4.7395,4.7395,4.7732,4.7732,4.8509,4.8509,4.8552,4.8552,4.7773,4.7773,4.7645,4.7645,4.8908,4.8908
4.7113,4.7113,4.7271,4.7271,4.7782,4.7782,4.8637,4.8637,4.8515,4.8515,4.7627,4.7627,4.7655,4.7655,4.8881,4.8881
4.7277,4.7277,4.7343,4.7343,4.7563,4.7563,4.8738,4.8738,4.8629,4.8629,4.773,4.773,4.7757,4.7757,4.9031,4.9031
4.7314,4.7314,4.7277,4.7277,4.7457,4.7457,4.8889,4.8889,4.8595,4.8595,4.8048,4.8048,4.7741,4.7741,4.9018,4.9018
4.7189,4.7189,4.7361,4.7361,4.7451,4.7451,4.8783,4.8783,4.866,4.866,4.7964,4.7964,4.7821,4.7821,4.8987,4.8987
4.7131,4.7131,4.7127,4.7127,4.7602,4.7602,4.8819,4.8819,4.8606,4.8606,4.7941,4.7941,4.777,4.777,4.9058,4.9058
4.6966,4.6966,4.7111,4.7111,4.7634,4.7634,4.8755,4.8755,4.8605,4.8605,4.7987,4.7987,4.7786,4.7786,4.907,4.907
4.694,4.694,4.7124,4.7124,4.76,4.76,4.8777,4.8777,4.8534,4.8534,4.7819,4.7819,4.7775,4.7775,4.9128,4.9128
4.6942,4.6942,4.6931,4.6931,4.7794,4.7794,4.8779,4.8779,4.8532,4.8532,4.7843,4.7843,4.7723,4.7723,4.9088,4.9088
4.7101,4.7101,4.689,4.689,4.7834,4.7834,4.8767,4.8767,4.8454,4.8454,4.7805,4.7805,4.7697,4.7697,4.9124,4.9124
4.7209,4.7209,4.6651,4.6651,4.764,4.764,4.8667,4.8667,4.8195,4.8195,4.7887,4.7887,4.7597,4.7597,4.9098,4.9098
4.7217,4.7217,4.6632,4.6632,4.7618,4.7618,4.8693,4.8693,4.8206,4.8206,4.7876,4.7876,4.7663,4.7663,4.8963,4.8963
4.7176,4.7176,4.6495,4.6495,4.7535,4.7535,4.8609,4.8609,4.8413,4.8413,4.774,4.774,4.7579,4.7579,4.9,4.9
4.7049,4.7049,4.671,4.671,4.7765,4.7765,4.8409,4.8409,4.8459,4.8459,4.7689,4.7689,4.765,4.765,4.9197,4.9197
4.6974,4.6974,4.6622,4.6622,4.7719,4.7719,4.8604,4.8604,4.8443,4.8443,4.779,4.779,4.7689,4.7689,4.9176,4.9176
4.7012,4.7012,4.6718,4.6718,4.7783,4.7783,4.8723,4.8723,4.8466,4.8466,4.7836,4.7836,4.7774,4.7774,4.9189,4.9189
4.7081,4.7081,4.6701,4.6701,4.7841,4.7841,4.876,4.876,4.8326,4.8326,4.7951,4.7951,4.7715,4.7715,4.9216,4.9216
4.707,4.707,4.6626,4.6626,4.7984,4.7984,4.8898,4.8898,4.8325,4.8325,4.783,4.783,4.7753,4.7753,4.9143,4.9143
4.7054,4.7054,4.6542,4.6542,4.783,4.783,4.8856,4.8856,4.8296,4.8296,4.7929,4.7929,4.7594,4.7594,4.9084,4.9084
4.6943,4.6943,4.6596,4.6596,4.7828,4.7828,4.8958,4.8958,4.8434,4.8434,4.7799,4.7799,4.7736,4.7736,4.9037,4.9037
4.6916,4.6916,4.6405,4.6405,4.781,4.781,4.9032,4.9032,4.8425,4.8425,4.7946,4.7946,4.7845,4.7845,4.9077,4.9077
4.6846,4.6846,4.6549,4.6549,4.7799,4.7799,4.8828,4.8828,4.8376,4.8376,4.7994,4.7994,4.7733,4.7733,4.8997,4.8997
4.6951,4.6951,4.6442,4.6442,4.7965,4.7965,4.8924,4.8924,4.8296,4.8296,4.8,4.8,4.7836,4.7836,4.9143,4.9143
4.6912,4.6912,4.6426,4.6426,4.7994,4.7994,4.8895,4.8895,4.8187,4.8187,4.7982,4.7982,4.7869,4.7869,4.9219,4.9219
4.688,4.688,4.6456,4.6456,4.8065,4.8065,4.8979,4.8979,4.8225,4.8225,4.8075,4.8075,4.7938,4.7938,4.9188,4.9188
4.6898,4.6898,4.6676,4.6676,4.8092,4.8092,4.9128,4.9128,4.8408,4.8408,4.833,4.833,4.7972,4.7972,4.927,4.927
4.6867,4.6867,4.6715,4.6715,4.8177,4.8177,4.912,4.912,4.8476,4.8476,4.8297,4.8297,4.8013,4.8013,4.9329,4.9329
4.6956,4.6956,4.6737,4.6737,4.8116,4.8116,4.9085,4.9085,4.8566,4.8566,4.8248,4.8248,4.795,4.795,4.9288,4.9288
4.7019,4.7019,4.6829,4.6829,4.8124,4.8124,4.9167,4.9167,4.8517,4.8517,4.8341,4.8341,4.7847,4.7847,4.9211,4.9211
4.7045,4.7045,4.6904,4.6904,4.8202,4.8202,4.921,4.921,4.8499,4.8499,4.8273,4.8273,4.7936,4.7936,4.922,4.922
4.7052,4.7052,4.6851,4.6851,4.8233,4.8233,4.9152,4.9152,4.8596,4.8596,4.8377,4.8377,4.7913,4.7913,4.9122,4.9122
4.68,4.68,4.6657,4.6657,4.8301,4.8301,4.9167,4.9167,4.8633,4.8633,4.8585,4.8585,4.7955,4.7955,4.9181,4.9181
4.6735,4.6735,4.6777,4.6777,4.8418,4.8418,4.8999,4.8999,4.8678,4.8678,4.8544,4.8544,4.804,4.804,4.9073,4.9073
4.6866,4.6866,4.6643,4.6643,4.8488,4.8488,4.9139,4.9139,4.8673,4.8673,4.8596,4.8596,4.8347,4.8347,4.9116,4.9116
4.675,4.675,4.6862,4.6862,4.8396,4.8396,4.9126,4.9126,4.8694,4.8694,4.8498,4.8498,4.8341,4.8341,4.9142,4.9142
4.6901,4.6901,4.6927,4.6927,4.8639,4.8639,4.9142,4.9142,4.8565,4.8565,4.8673,4.8673,4.8514,4.8514,4.9038,4.9038
4.6959,4.6959,4.6754,4.6754,4.862,4.862,4.9424,4.9424,4.8821,4.8821,4.8699,4.8699,4.868,4.868,4.9078,4.9078
4.6949,4.6949,4.6677,4.6677,4.8381,4.8381,4.9473,4.9473,4.883,4.883,4.8703,4.8703,4.8714,4.8714,4.9116,4.9116
4.6739,4.6739,4.6828,4.6828,4.8419,4.8419,4.9404,4.9404,4.8754,4.8754,4.865,4.865,4.868,4.868,4.9138,4.9138
4.6632,4.6632,4.6847,4.6847,4.8364,4.8364,4.9391,4.9391,4.881,4.881,4.8584,4.8584,4.8836,4.8836,4.8994,4.8994
4.6691,4.6691,4.7046,4.7046,4.8321,4.8321,4.9241,4.9241,4.8797,4.8797,4.8603,4.8603,4.8812,4.8812,4.9002,4.9002
4.654,4.654,4.7273,4.7273,4.8167,4.8167,4.9284,4.9284,4.8727,4.8727,4.8634,4.8634,4.8908,4.8908,4.8989,4.8989
4.6505,4.6505,4.7182,4.7182,4.7986,4.7986,4.9342,4.9342,4.8615,4.8615,4.8629,4.8629,4.895,4.895,4.8939,4.8939
4.6423,4.6423,4.7295,4.7295,4.8069,4.8069,4.9199,4.9199,4.8568,4.8568,4.8654,4.8654,4.896,4.896,4.895,4.895
4.6423,4.6423,4.7166,4.7166,4.8084,4.8084,4.9148,4.9148,4.8564,4.8564,4.8632,4.8632,4.9023,4.9023,4.8853,4.8853
4.6374,4.6374,4.7256,4.7256,4.8077,4.8077,4.9176,4.9176,4.8684,4.8684,4.8603,4.8603,4.9035,4.9035,4.885,4.885
4.6274,4.6274,4.7203,4.7203,4.7964,4.7964,4.9021,4.9021,4.8831,4.8831,4.8733,4.8733,4.8955,4.8955,4.8729,4.8729
4.6478,4.6478,4.7193,4.7193,4.8076,4.8076,4.9127,4.9127,4.8768,4.8768,4.8708,4.8708,4.9013,4.9013,4.8752,4.8752
4.6586,4.6586,4.7053,4.7053,4.8039,4.8039,4.9119,4.9119,4.8906,4.8906,4.8969,4.8969,4.8923,4.8923,4.8678,4.8678
4.6653,4.6653,4.709,4.709,4.8081,4.8081,4.9085,4.9085,4.8967,4.8967,4.8761,4.8761,4.8835,4.8835,4.8738,4.8738
4.6554,4.6554,4.7097,4.7097,4.8194,4.8194,4.9176,4.9176,4.8987,4.8987,4.8963,4.8963,4.8969,4.8969,4.8751,4.8751
4.6474,4.6474,4.7147,4.7147,4.8114,4.8114,4.9044,4.9044,4.8973,4.8973,4.8837,4.8837,4.8915,4.8915,4.8597,4.8597
4.642,4.642,4.7197,4.7197,4.8058,4.8058,4.9109,4.9109,4.8952,4.8952,4.8863,4.8863,4.8973,4.8973,4.8486,4.8486
4.6459,4.6459,4.7185,4.7185,4.8049,4.8049,4.9083,4.9083,4.8885,4.8885,4.8776,4.8776,4.8905,4.8905,4.8562,4.8562
4.6358,4.6358,4.7149,4.7149,4.8151,4.8151,4.9144,4.9144,4.8796,4.8796,4.869,4.869,4.8992,4.8992,4.8445,4.8445
4.6387,4.6387,4.7243,4.7243,4.8028,4.8028,4.9175,4.9175,4.8615,4.8615,4.8635,4.8635,4.8953,4.8953,4.8422,4.8422
4.6458,4.6458,4.7328,4.7328,4.8017,4.8017,4.9173,4.9173,4.8751,4.8751,4.8731,4.8731,4.8958,4.8958,4.8498,4.8498
4.6434,4.6434,4.7179,4.7179,4.7998,4.7998,4.9132,4.9132,4.8811,4.8811,4.8752,4.8752,4.9053,4.9053,4.8614,4.8614
4.6476,4.6476,4.7086,4.7086,4.8023,4.8023,4.9051,4.9051,4.881,4.881,4.8901,4.8901,4.9069,4.9069,4.8601,4.8601
4.6528,4.6528,4.7153,4.7153,4.8026,4.8026,4.9135,4.9135,4.8902,4.8902,4.8937,4.8937,4.9008,4.9008,4.8578,4.8578
4.6566,4.6566,4.7259,4.7259,4.7999,4.7999,4.9111,4.9111,4.8908,4.8908,4.8758,4.8758,4.8927,4.8927,4.842,4.842
4.6487,4.6487,4.7279,4.7279,4.7921,4.7921,4.9115,4.9115,4.8973,4.8973,4.8688,4.8688,4.8895,4.8895,4.8523,4.8523
